id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
189,Entire home/apt in Lower East Side,1104,Elizabeth,Manhattan,Lower East Side,40.700854,-73.993778,Entire home/apt,297,3,4,2024-07-02,1.97,60,209
190,Private room in Battery Park,1104,Elizabeth,Manhattan,Battery Park,40.743869,-73.952476,Private room,139,2,45,2024-08-21,45.0,60,179
191,Entire home/apt in SoHo,1104,Elizabeth,Manhattan,SoHo,40.781426,-73.972468,Entire home/apt,101,30,12,2024-07-29,10.59,60,311
192,Private room in Battery Park,1104,Elizabeth,Manhattan,Battery Park,40.743161,-74.000777,Private room,151,1,13,2024-08-20,13.0,60,282
193,Entire home/apt in Greenwich Village,1104,Elizabeth,Manhattan,Greenwich Village,40.72641,-73.99372,Entire home/apt,314,2,4,2024-08-19,4.0,60,278
194,Private room in Harlem,1104,Elizabeth,Manhattan,Harlem,40.74169,-74.011294,Private room,226,3,14,2024-07-02,6.89,60,109
195,Private room in Upper East Side,1104,Elizabeth,Manhattan,Upper East Side,40.782226,-73.985126,Private room,194,2,21,2024-07-11,12.12,60,289
196,Private room in Battery Park,1104,Elizabeth,Manhattan,Battery Park,40.798254,-74.018475,Private room,94,1,30,2024-08-10,30.0,60,126
197,Entire home/apt in Upper East Side,1104,Elizabeth,Manhattan,Upper East Side,40.696845,-73.956304,Entire home/apt,58,2,41,2024-08-16,41.0,60,193
198,Hotel room in Lower East Side,1104,Elizabeth,Manhattan,Lower East Side,40.747173,-73.96811,Hotel room,289,5,2,2024-08-07,2.0,60,147
199,Private room in Battery Park,1104,Elizabeth,Manhattan,Battery Park,40.77377,-73.993218,Private room,138,1,62,2024-08-12,62.0,60,146
200,Hotel room in Tribeca,1104,Elizabeth,Manhattan,Tribeca,40.747394,-74.040793,Hotel room,474,5,11,2024-08-12,11.0,60,183
201,Entire home/apt in Upper East Side,1104,Elizabeth,Manhattan,Upper East Side,40.770558,-74.053456,Entire home/apt,310,2,17,2024-08-30,17.0,60,24
202,Entire home/apt in Harlem,1104,Elizabeth,Manhattan,Harlem,40.787708,-73.991196,Entire home/apt,236,2,18,2024-08-07,18.0,60,168
203,Entire home/apt in SoHo,1104,Elizabeth,Manhattan,SoHo,40.770622,-73.989028,Entire home/apt,248,2,32,2024-08-11,32.0,60,220
204,Shared room in SoHo,1104,Elizabeth,Manhattan,SoHo,40.786919,-74.018734,Shared room,45,1,18,2024-07-21,12.86,60,186
205,Entire home/apt in Midtown,1104,Elizabeth,Manhattan,Midtown,40.788215,-73.956217,Entire home/apt,93,2,18,2024-07-05,9.31,60,357
206,Entire home/apt in Battery Park,1104,Elizabeth,Manhattan,Battery Park,40.737369,-73.974302,Entire home/apt,389,1,1,2024-08-03,1.0,60,269
207,Entire home/apt in Tribeca,1104,Elizabeth,Manhattan,Tribeca,40.743007,-73.960945,Entire home/apt,130,1,16,2024-07-30,14.55,60,138
208,Private room in SoHo,1104,Elizabeth,Manhattan,SoHo,40.788419,-73.975418,Private room,120,2,7,2024-08-18,7.0,60,302
209,Private room in Upper East Side,1104,Elizabeth,Manhattan,Upper East Side,40.719955,-73.990098,Private room,144,5,10,2024-07-26,8.11,60,149
210,Entire home/apt in Battery Park,1104,Elizabeth,Manhattan,Battery Park,40.757874,-74.001464,Entire home/apt,353,1,2,2024-05-20,0.58,60,248
211,Private room in Battery Park,1104,Elizabeth,Manhattan,Battery Park,40.765643,-74.000106,Private room,140,1,28,2024-08-26,28.0,60,271
212,Entire home/apt in SoHo,1104,Elizabeth,Manhattan,SoHo,40.742565,-74.013511,Entire home/apt,57,30,6,2024-01-31,0.84,60,291
213,Entire home/apt in SoHo,1104,Elizabeth,Manhattan,SoHo,40.71248,-74.001084,Entire home/apt,285,3,66,2024-08-12,66.0,60,209
214,Shared room in SoHo,1104,Elizabeth,Manhattan,SoHo,40.725212,-73.971881,Shared room,83,2,1,2024-05-10,0.26,60,246
215,Private room in Upper West Side,1104,Elizabeth,Manhattan,Upper West Side,40.763822,-74.025106,Private room,113,14,1,2024-08-31,1.0,60,83
216,Entire home/apt in Upper West Side,1104,Elizabeth,Manhattan,Upper West Side,40.782939,-74.02258,Entire home/apt,163,3,6,2024-07-28,5.14,60,231
217,Entire home/apt in Lower East Side,1104,Elizabeth,Manhattan,Lower East Side,40.749193,-73.975575,Entire home/apt,249,1,17,2024-07-16,10.85,60,4
218,Entire home/apt in Upper East Side,1104,Elizabeth,Manhattan,Upper East Side,40.791898,-74.002734,Entire home/apt,227,2,3,2024-08-28,3.0,60,56
219,Entire home/apt in Chelsea,1104,Elizabeth,Manhattan,Chelsea,40.763203,-73.942733,Entire home/apt,366,1,19,2024-08-20,19.0,60,110
220,Private room in SoHo,1104,Elizabeth,Manhattan,SoHo,40.751396,-73.987863,Private room,166,2,32,2024-06-17,12.63,60,305
221,Entire home/apt in Greenwich Village,1104,Elizabeth,Manhattan,Greenwich Village,40.760787,-74.030673,Entire home/apt,348,1,0,,0.0,60,364
222,Private room in Midtown,1104,Elizabeth,Manhattan,Midtown,40.742353,-73.974939,Private room,267,1,8,2024-08-19,8.0,60,141
223,Hotel room in SoHo,1104,Elizabeth,Manhattan,SoHo,40.780316,-73.960786,Hotel room,210,7,14,2024-08-28,14.0,60,350
224,Private room in Upper West Side,1104,Elizabeth,Manhattan,Upper West Side,40.720046,-73.969694,Private room,100,7,16,2024-07-28,13.71,60,208
225,Private room in Lower East Side,1104,Elizabeth,Manhattan,Lower East Side,40.781669,-73.99778,Private room,209,1,10,2024-08-18,10.0,60,309
226,Entire home/apt in Greenwich Village,1104,Elizabeth,Manhattan,Greenwich Village,40.745477,-73.93731,Entire home/apt,370,2,30,2024-08-16,30.0,60,83
227,Entire home/apt in Lower East Side,1104,Elizabeth,Manhattan,Lower East Side,40.753967,-74.002706,Entire home/apt,92,1,11,2024-08-09,11.0,60,360
228,Private room in SoHo,1104,Elizabeth,Manhattan,SoHo,40.776524,-74.044205,Private room,225,2,14,2024-08-01,13.55,60,164
229,Entire home/apt in Chelsea,1104,Elizabeth,Manhattan,Chelsea,40.770489,-73.973676,Entire home/apt,157,1,23,2024-08-06,23.0,60,189
230,Entire home/apt in Greenwich Village,1104,Elizabeth,Manhattan,Greenwich Village,40.755664,-73.974532,Entire home/apt,175,1,6,2024-07-27,5.0,60,263
231,Entire home/apt in SoHo,1104,Elizabeth,Manhattan,SoHo,40.725066,-73.944632,Entire home/apt,348,1,11,2024-08-10,11.0,60,85
232,Entire home/apt in Upper East Side,1104,Elizabeth,Manhattan,Upper East Side,40.764826,-73.980592,Entire home/apt,155,7,24,2024-06-27,10.91,60,330
233,Entire home/apt in Harlem,1104,Elizabeth,Manhattan,Harlem,40.767105,-73.926961,Entire home/apt,319,5,0,,0.0,60,271
234,Private room in Upper East Side,1104,Elizabeth,Manhattan,Upper East Side,40.775021,-73.974788,Private room,162,2,11,2024-08-14,11.0,60,35
235,Entire home/apt in Upper West Side,1104,Elizabeth,Manhattan,Upper West Side,40.758996,-73.979364,Entire home/apt,309,7,6,2024-07-17,3.91,60,242
236,Entire home/apt in Lower East Side,1104,Elizabeth,Manhattan,Lower East Side,40.775699,-73.982419,Entire home/apt,239,30,4,2024-08-08,4.0,60,267
237,Entire home/apt in Greenwich Village,1104,Elizabeth,Manhattan,Greenwich Village,40.752774,-73.987524,Entire home/apt,165,1,1,2024-07-06,0.53,60,285
238,Private room in Chelsea,1104,Elizabeth,Manhattan,Chelsea,40.742926,-73.992192,Private room,182,1,3,2024-08-26,3.0,60,66
239,Private room in Midtown,1104,Elizabeth,Manhattan,Midtown,40.72855,-73.981626,Private room,35,1,15,2024-08-29,15.0,60,317
240,Entire home/apt in Greenwich Village,1104,Elizabeth,Manhattan,Greenwich Village,40.762407,-73.957178,Entire home/apt,400,2,2,2024-08-13,2.0,60,163
241,Entire home/apt in Chelsea,1104,Elizabeth,Manhattan,Chelsea,40.741103,-73.93337,Entire home/apt,200,1,14,2024-08-01,13.55,60,122
242,Private room in Harlem,1105,Kimberly,Manhattan,Harlem,40.700762,-74.060697,Private room,146,1,16,2024-07-20,11.16,1,350
243,Private room in Tribeca,1106,Anthony,Manhattan,Tribeca,40.780003,-73.945741,Private room,15,3,14,2024-08-16,14.0,1,60
244,Entire home/apt in Chelsea,1107,Dorothy,Manhattan,Chelsea,40.752659,-74.016968,Entire home/apt,314,2,31,2024-08-29,31.0,1,187
245,Entire home/apt in Lower East Side,1108,Cynthia,Manhattan,Lower East Side,40.801732,-74.026509,Entire home/apt,378,3,17,2024-05-20,4.9,1,172
246,Entire home/apt in Lower East Side,1109,Amanda,Manhattan,Lower East Side,40.776879,-73.981629,Entire home/apt,280,1,5,2024-08-06,5.0,2,301
247,Entire home/apt in Midtown,1109,Amanda,Manhattan,Midtown,40.784808,-73.969549,Entire home/apt,73,1,36,2024-08-16,36.0,2,143
248,Entire home/apt in Upper East Side,1110,Lauren,Manhattan,Upper East Side,40.778402,-73.995617,Entire home/apt,231,1,2,2024-05-20,0.58,1,290
249,Entire home/apt in Chelsea,1111,Emma,Manhattan,Chelsea,40.742516,-73.987244,Entire home/apt,100,5,5,2024-08-25,5.0,1,67
250,Entire home/apt in Lower East Side,1112,Laura,Manhattan,Lower East Side,40.763322,-74.064318,Entire home/apt,343,2,7,2024-08-31,7.0,1,300
251,Private room in Lower East Side,1113,David,Manhattan,Lower East Side,40.736394,-74.005944,Private room,21,1,15,2024-08-30,15.0,1,18
252,Entire home/apt in Tribeca,1114,Amanda,Manhattan,Tribeca,40.749722,-73.956546,Entire home/apt,215,7,54,2024-08-29,54.0,1,158
253,Entire home/apt in Upper East Side,1115,Gary,Manhattan,Upper East Side,40.730429,-73.993246,Entire home/apt,249,3,42,2024-08-15,42.0,1,229
254,Private room in Greenwich Village,1116,Jacob,Manhattan,Greenwich Village,40.748687,-73.951997,Private room,167,5,9,2024-08-12,9.0,1,168
255,Private room in Lower East Side,1117,Angela,Manhattan,Lower East Side,40.788753,-73.97767,Private room,105,2,4,2024-08-23,4.0,2,38
256,Private room in SoHo,1117,Angela,Manhattan,SoHo,40.739983,-73.922883,Private room,71,1,1,2024-08-17,1.0,2,314
257,Entire home/apt in Tribeca,1118,Nicholas,Manhattan,Tribeca,40.763068,-74.016093,Entire home/apt,244,3,15,2024-07-28,12.86,1,267
258,Entire home/apt in Midtown,1119,Gary,Manhattan,Midtown,40.739076,-74.043087,Entire home/apt,464,5,23,2024-05-30,7.34,1,80
259,Entire home/apt in SoHo,1120,John,Manhattan,SoHo,40.728062,-74.03188,Entire home/apt,206,1,13,2024-08-07,13.0,2,87
260,Private room in Battery Park,1120,John,Manhattan,Battery Park,40.727757,-74.011377,Private room,142,1,2,2024-03-23,0.37,2,7
261,Entire home/apt in Midtown,1121,Angela,Manhattan,Midtown,40.724686,-73.985735,Entire home/apt,323,14,71,2024-08-19,71.0,1,43
262,Private room in Greenwich Village,1122,Brittany,Manhattan,Greenwich Village,40.751573,-73.986471,Private room,183,7,9,2024-08-12,9.0,1,126
263,Entire home/apt in Battery Park,1123,Robert,Manhattan,Battery Park,40.757089,-73.921898,Entire home/apt,165,5,2,2024-08-18,2.0,1,293
264,Entire home/apt in Lower East Side,1124,Emily,Manhattan,Lower East Side,40.740892,-74.014264,Entire home/apt,151,2,0,,0.0,1,138
265,Entire home/apt in SoHo,1125,Robert,Manhattan,SoHo,40.791564,-73.979364,Entire home/apt,153,1,5,2024-06-17,1.97,1,77
266,Private room in Lower East Side,1126,John,Manhattan,Lower East Side,40.751647,-73.971054,Private room,285,2,7,2024-08-07,7.0,1,242
267,Entire home/apt in Tribeca,1127,Megan,Manhattan,Tribeca,40.798777,-74.011012,Entire home/apt,50,1,15,2024-08-28,15.0,1,355
268,Hotel room in Lower East Side,1128,Christopher,Manhattan,Lower East Side,40.754794,-73.970431,Hotel room,270,1,51,2024-08-02,51.0,1,295
269,Private room in Chelsea,1129,Christopher,Manhattan,Chelsea,40.801164,-74.042512,Private room,151,1,12,2024-08-03,12.0,1,196
270,Private room in Tribeca,1130,Brittany,Manhattan,Tribeca,40.749954,-73.995419,Private room,135,1,19,2024-07-01,9.19,1,321
271,Private room in Upper East Side,1131,John,Manhattan,Upper East Side,40.731831,-74.003411,Private room,171,5,0,,0.0,1,343
272,Private room in Harlem,1132,Matthew,Manhattan,Harlem,40.78718,-73.960025,Private room,43,3,33,2024-08-31,33.0,1,359
273,Private room in Lower East Side,1133,Kenneth,Manhattan,Lower East Side,40.755837,-73.973698,Private room,151,3,39,2024-07-17,25.43,1,300
274,Entire home/apt in Lower East Side,1134,Rachel,Manhattan,Lower East Side,40.742885,-73.982141,Entire home/apt,15,1,36,2024-08-31,36.0,1,123
275,Entire home/apt in Upper West Side,1135,Nicholas,Manhattan,Upper West Side,40.738576,-73.965914,Entire home/apt,262,5,5,2024-08-31,5.0,1,311
276,Entire home/apt in SoHo,1136,Paul,Manhattan,SoHo,40.772772,-74.001351,Entire home/apt,155,1,19,2024-08-04,19.0,1,243
277,Private room in Upper East Side,1137,Eric,Manhattan,Upper East Side,40.760514,-73.958491,Private room,47,7,45,2024-05-14,12.27,8,136
278,Entire home/apt in SoHo,1137,Eric,Manhattan,SoHo,40.768864,-74.031096,Entire home/apt,386,5,0,,0.0,8,356
279,Entire home/apt in Harlem,1137,Eric,Manhattan,Harlem,40.775917,-73.982123,Entire home/apt,323,3,3,2024-04-01,0.59,8,12
280,Shared room in Lower East Side,1137,Eric,Manhattan,Lower East Side,40.746335,-73.980778,Shared room,168,3,0,,0.0,8,33
281,Private room in SoHo,1137,Eric,Manhattan,SoHo,40.784321,-73.920664,Private room,208,7,55,2024-08-06,55.0,8,202
282,Entire home/apt in Upper East Side,1137,Eric,Manhattan,Upper East Side,40.798242,-73.935784,Entire home/apt,323,1,0,,0.0,8,167
283,Entire home/apt in Tribeca,1137,Eric,Manhattan,Tribeca,40.713249,-73.97315,Entire home/apt,338,14,11,2024-08-27,11.0,8,106
284,Private room in Midtown,1137,Eric,Manhattan,Midtown,40.74744,-74.006492,Private room,145,3,54,2024-08-26,54.0,8,315
285,Entire home/apt in Upper East Side,1138,Nicole,Manhattan,Upper East Side,40.793274,-73.971087,Entire home/apt,191,1,8,2024-08-24,8.0,1,257
286,Shared room in Lower East Side,1139,Carol,Manhattan,Lower East Side,40.743144,-73.950441,Shared room,68,1,22,2024-08-20,22.0,1,272
287,Private room in Greenwich Village,1140,Elizabeth,Manhattan,Greenwich Village,40.759819,-73.954399,Private room,112,3,12,2024-06-01,3.91,1,128
288,Private room in Battery Park,1141,Robert,Manhattan,Battery Park,40.74425,-73.948808,Private room,103,1,13,2024-07-22,9.51,2,191
289,Entire home/apt in SoHo,1141,Robert,Manhattan,SoHo,40.736836,-73.959395,Entire home/apt,125,7,46,2024-08-28,46.0,2,71
290,Entire home/apt in Tribeca,1142,Carol,Manhattan,Tribeca,40.739494,-73.976103,Entire home/apt,398,1,13,2024-07-11,7.5,2,245
291,Private room in Chelsea,1142,Carol,Manhattan,Chelsea,40.698499,-73.987742,Private room,80,7,27,2024-08-30,27.0,2,72
292,Entire home/apt in Chelsea,1143,Dorothy,Manhattan,Chelsea,40.767821,-73.963787,Entire home/apt,92,1,15,2024-07-09,8.33,1,64
293,Private room in Lower East Side,1144,Brian,Manhattan,Lower East Side,40.763471,-73.948444,Private room,82,5,55,2024-08-31,55.0,5,121
294,Entire home/apt in Battery Park,1144,Brian,Manhattan,Battery Park,40.811529,-73.93823,Entire home/apt,124,14,5,2024-01-04,0.62,5,112
295,Entire home/apt in Harlem,1144,Brian,Manhattan,Harlem,40.756556,-74.002471,Entire home/apt,364,1,6,2024-08-19,6.0,5,364
296,Private room in Upper West Side,1144,Brian,Manhattan,Upper West Side,40.696875,-73.979835,Private room,174,3,6,2024-06-14,2.28,5,157
297,Private room in Lower East Side,1144,Brian,Manhattan,Lower East Side,40.753378,-73.977918,Private room,99,1,3,2024-07-05,1.55,5,199
298,Private room in Chelsea,1145,Christopher,Manhattan,Chelsea,40.794538,-73.953257,Private room,31,3,10,2024-08-26,10.0,1,285
299,Entire home/apt in Greenwich Village,1146,Ryan,Manhattan,Greenwich Village,40.762092,-74.008566,Entire home/apt,229,7,46,2024-08-27,46.0,1,287
300,Entire home/apt in Tribeca,1147,Jessica,Manhattan,Tribeca,40.756958,-74.010314,Entire home/apt,286,14,24,2024-08-03,24.0,1,7
301,Private room in Midtown,1148,Christina,Manhattan,Midtown,40.763368,-73.953641,Private room,88,1,4,2024-08-31,4.0,1,6
302,Entire home/apt in Harlem,1149,Megan,Manhattan,Harlem,40.77112,-73.926855,Entire home/apt,308,30,28,2024-07-12,16.47,1,86
303,Entire home/apt in Tribeca,1150,Sarah,Manhattan,Tribeca,40.744427,-73.971004,Entire home/apt,173,14,34,2024-08-22,34.0,1,105
304,Entire home/apt in SoHo,1151,Edward,Manhattan,SoHo,40.766305,-73.967454,Entire home/apt,254,1,33,2024-08-18,33.0,1,111
305,Entire home/apt in SoHo,1152,Stephen,Manhattan,SoHo,40.760549,-74.031673,Entire home/apt,264,30,19,2024-05-18,5.38,2,106
306,Entire home/apt in Greenwich Village,1152,Stephen,Manhattan,Greenwich Village,40.761604,-73.96847,Entire home/apt,425,1,1,2024-07-10,0.57,2,76
307,Entire home/apt in Tribeca,1153,David,Manhattan,Tribeca,40.711061,-73.970044,Entire home/apt,224,3,6,2024-06-21,2.5,5,200
308,Entire home/apt in SoHo,1153,David,Manhattan,SoHo,40.796302,-73.960943,Entire home/apt,280,2,25,2024-08-10,25.0,5,178
309,Entire home/apt in Lower East Side,1153,David,Manhattan,Lower East Side,40.748045,-73.931814,Entire home/apt,223,1,17,2024-08-31,17.0,5,218
310,Entire home/apt in Greenwich Village,1153,David,Manhattan,Greenwich Village,40.756158,-73.993074,Entire home/apt,149,1,1,2024-07-05,0.52,5,286
311,Private room in Battery Park,1153,David,Manhattan,Battery Park,40.80207,-74.021582,Private room,15,2,20,2024-08-25,20.0,5,278
312,Entire home/apt in Greenwich Village,1154,Kevin,Manhattan,Greenwich Village,40.749343,-73.980161,Entire home/apt,215,1,24,2024-08-01,23.23,1,322
313,Private room in Tribeca,1155,Matthew,Manhattan,Tribeca,40.735722,-74.039887,Private room,101,1,46,2024-08-29,46.0,2,141
314,Entire home/apt in Harlem,1155,Matthew,Manhattan,Harlem,40.801596,-73.991976,Entire home/apt,298,1,73,2024-08-31,73.0,2,149
315,Entire home/apt in Greenwich Village,1156,Samantha,Manhattan,Greenwich Village,40.74226,-73.92917,Entire home/apt,164,1,20,2024-08-03,20.0,3,139
316,Private room in Harlem,1156,Samantha,Manhattan,Harlem,40.743491,-74.002678,Private room,200,3,11,2024-06-28,5.08,3,72
317,Private room in Greenwich Village,1156,Samantha,Manhattan,Greenwich Village,40.716234,-74.041784,Private room,115,14,34,2024-08-06,34.0,3,337
318,Entire home/apt in Upper East Side,1157,Anthony,Manhattan,Upper East Side,40.738905,-73.957754,Entire home/apt,186,1,3,2024-08-19,3.0,1,132
319,Entire home/apt in Tribeca,1158,Kevin,Manhattan,Tribeca,40.747205,-73.973784,Entire home/apt,261,1,21,2024-08-23,21.0,1,16
320,Entire home/apt in Battery Park,1159,Dorothy,Manhattan,Battery Park,40.717155,-74.043442,Entire home/apt,212,2,9,2024-08-19,9.0,1,161
321,Private room in Greenwich Village,1160,Eric,Manhattan,Greenwich Village,40.74934,-74.020089,Private room,115,2,8,2024-08-18,8.0,1,226
322,Entire home/apt in Lower East Side,1161,Anthony,Manhattan,Lower East Side,40.760576,-73.985703,Entire home/apt,160,3,22,2024-08-23,22.0,1,353
323,Entire home/apt in Midtown,1162,Samantha,Manhattan,Midtown,40.742894,-73.998362,Entire home/apt,314,1,16,2024-07-15,10.0,1,218
324,Entire home/apt in SoHo,1163,Brittany,Manhattan,SoHo,40.759387,-74.017894,Entire home/apt,268,3,6,2024-08-10,6.0,1,246
325,Entire home/apt in Harlem,1164,Dorothy,Manhattan,Harlem,40.747531,-74.006473,Entire home/apt,330,7,10,2024-08-30,10.0,1,126
326,Entire home/apt in SoHo,1165,Brian,Manhattan,SoHo,40.730988,-73.973486,Entire home/apt,204,3,40,2024-08-13,40.0,1,214
327,Private room in SoHo,1166,Kimberly,Manhattan,SoHo,40.770071,-73.980714,Private room,95,30,39,2024-08-04,39.0,1,301
328,Entire home/apt in Battery Park,1167,James,Manhattan,Battery Park,40.780878,-74.019852,Entire home/apt,165,5,9,2024-08-28,9.0,3,66
329,Entire home/apt in Battery Park,1167,James,Manhattan,Battery Park,40.737544,-74.026217,Entire home/apt,284,1,41,2024-08-05,41.0,3,66
330,Private room in Greenwich Village,1167,James,Manhattan,Greenwich Village,40.769936,-73.993816,Private room,153,1,7,2024-08-15,7.0,3,330
331,Entire home/apt in Harlem,1168,Christopher,Manhattan,Harlem,40.762343,-73.993512,Entire home/apt,289,5,61,2024-08-08,61.0,1,197
332,Entire home/apt in Upper West Side,1169,Jennifer,Manhattan,Upper West Side,40.68649,-73.981774,Entire home/apt,380,7,22,2024-08-07,22.0,1,312
333,Entire home/apt in Lower East Side,1170,Brian,Manhattan,Lower East Side,40.726213,-74.039954,Entire home/apt,231,7,21,2024-08-01,20.32,1,122
334,Private room in Greenwich Village,1171,Olivia,Manhattan,Greenwich Village,40.722373,-74.041533,Private room,162,2,6,2024-05-31,1.94,1,229
335,Entire home/apt in Upper West Side,1172,Carol,Manhattan,Upper West Side,40.756337,-74.003611,Entire home/apt,156,5,19,2024-08-18,19.0,1,256
336,Entire home/apt in Battery Park,1173,Anthony,Manhattan,Battery Park,40.772668,-74.019998,Entire home/apt,407,1,5,2024-08-31,5.0,1,308
337,Private room in Upper East Side,1174,Nicholas,Manhattan,Upper East Side,40.743545,-74.01858,Private room,202,3,0,,0.0,1,320
